"productName","rating","author","date","title","body","verifiedBuyer","upvotes","downvotes"
"Lactation Brownies","3","Ai N.","02/02/2023","Taste good, but did not work for me","I was very excited to try Mama Milky products and after 2 weeks of having the brownies and herbal supplements, I have to say this it not for me. I have 2 brownies per day along with Pumping Queen, the taste of both treat and herbal supplement was good, but sadly I still dont see any changes in my milk supply.",false,"0","0"
"Milky Melon - 7 Pack","5","Jacob C.","02/01/2023","Delicious","Very delicious, only wish that they separated the servings to make it easier when prepping.",true,"0","0"
"Lady Leche","5","Shamarra C.","01/31/2023","12 out 10","Has my milk very creamy but can engorge if not pumping enough",true,"0","0"
"Dairy Duchess","5","Shamarra C.","01/31/2023","Cycle started? Get this","Did wonders when I started my cycle 10/10 would highly recommend",false,"0","0"
"Lactation LeMOOnade - 7 Pack","5","Bri' A.V.","01/31/2023","Moo Lucius","The lemonade is very good, for it to be an lactation item it dont taste like it has anything inside of the drink besides lemonade",true,"0","0"
"Bestseller Bundle","4","Jennifer D.","01/31/2023","Boost in supply","Everything I got in the bundle was great, I havent tried all the mixes yet. The lemonade flavor was good reminded me of crystal light.

The lady leche drops are very sweet tasting almost like a very concentrated sweet tea.

The emergency brownies and the cookies are the star of the bundle theyre very yummy. The cookies were my favorite. The brownies have a slight aftertaste but nothing too crazy.

Overall, it took about 10 days for me to actually see a big difference. Im not going to say it made me an oversupply but it did help me boost my supply a little. I was barely about to pump 2 oz at work and as of today I pumped 5oz enough for 1 feeding. Im taking it one day at a time, Im not the biggest producer of milk but im trying to boost my production so I can at least feed my baby until 9 months if possible.",false,"0","0"
"Pumping Queen","3","Malissa S.","01/31/2023","Pumping Queen","Personally, I didnt see a huge improvement but really enjoyed the flavor and simplicity of the product.",false,"0","0"
"Emergency Brownies","3","Malissa S.","01/31/2023","E-Brownies","Delicious brownies! Personally I didnt see a huge improvement but really enjoyed the brownies as an excuse snack",false,"0","0"
"Mini Milky Sampler Pack","5","Shamarra C.","01/31/2023","Good for trying","The oatmeal cookie were really tasty way better than I thought.the brownies were a little dry compared to the emergency brownies",true,"0","0"
"Salted Caramel Lactation Cookies","5","Malissa S.","01/31/2023","Salted Caramel Cookies","Delicious cookies! Like that there are multiple flavors. Didnt see a huge improvement but really enjoyed the cookies as an excuse snack",false,"0","0"
"Emergency Brownies","5","Miah H.","01/31/2023","Emergency brownie","I personally enjoyed them! They worked pretty good, and helped me start my stash!",true,"0","0"
"N/A","5","Kelly N.","01/30/2023","Yum!","I've tried another company's lactation smoothies and couldn't stomach the alternative sweetners they use. I love these flavors and the fact that I got to try out each one before spending on a larger packet encouraged me to try them.",true,"0","0"
"Emergency Brownies","5","Genessi R.","01/30/2023","Emergency brownies","Where do I start? These are amazing strong taste at first but after you want to eat the whole box I eat 2 daily in combination with Lady leche and Dairy duchess and I pump 8oz sometimes 9 with in 35 mins Ive recommended these to all my friends",true,"0","0"
"Lactation Brownies","5","Cici A.","01/30/2023","I Eat One Every Day!","I love these brownies. Ive noticed a huge difference since I started eating one a day, and theyre delicious. I keep them stocked in the freezer!",false,"0","0"
"Emergency Brownies","5","Susana S.","01/30/2023","Brownies Saved the Day!","I just went back to work and only had a small stash to dig into. I was struggling to pump enough ounces for the next day, its been such a sigh of relief, not only am I able to pump enough for the next day but I have started building back up my stash that I depleted.

I started having an increase in production just two or 3 days after starting them. Plus, they are quite tasty, satisfies a sweet tooth.",false,"0","0"
"Lactation Brownies","5","Brooke W.","01/30/2023","Lactation Brownies","Absolutely love them! They taste so good, especially warmed up, and is a little treat that helps with my milk supply! Highly recommend!",false,"0","0"
"Mini Milky Sampler Pack","5","Jenny M.","01/29/2023","Delicious","The cookies were good but the brownies were even better",true,"0","0"
"Lactation Brownies","5","Miasia Q.","01/29/2023","Yummy","Worked great for supply. I started storing milk maybe 3 days after starting.",false,"0","0"
"Lactation Brownies","5","Jenny M.","01/29/2023","Moist and flavorful","My favorite lactation snack made by Milky Mama",false,"0","0"
"Bestseller Bundle","5","Kiara D.","01/29/2023","Everything you need!!!!","My supply took a deep when I went back to work. This had everything I needed to bring it back up. The best thing is the quality was great and everything tasted sooo good!!!",false,"0","0"
"Emergency Brownies","5","Miasia Q.","01/29/2023","Yummy and helpful","The brownies were definitely more potent than the regular brownies. They taste pretty good and overall increased my milk supply.",false,"0","0"
"Lady Leche","5","Jenny M.","01/29/2023","It works!","So convenient and it works",false,"0","0"
"Lactation Brownies","5","Jenny M.","01/29/2023","The best brownies","Awesome and delicious",true,"0","0"
"Lactation Brownies","5","Jenny M.","01/29/2023","Gets your supply up fast!","My supply has gone up tremendously! They work!",true,"0","0"
"Milky Melon - 7 Pack","4","Andi L.","01/28/2023","Love the Idea and Taste of these Milky Packs (but...)!","I really do love this drink. My baby is super picky on what I drink - it will upset her belly (like carbonated beverages), but this works! I do wish it didnt contain sugar as the #1 ingredient, though. I tend to stay bloated and hang onto excess belly fat (especially now that Im in my 40s). My supply is good, but if there was a way to have less sugar, w/out unhealthy sugar substitutes (lets face it, drinking a can of sugary soda a day isnt healthy, and tho this helps my lactation, the sugar consumption isnt healthy for me either) this would be golden!",false,"0","0"
"Emergency Brownies","5","Sarah C.","01/28/2023","Such a big help!","After catching a nasty stomach bug, my supply was all but gone. I bought the emergency brownies, ate 2 a day, and my supply was back to normal. They taste great! It's honestly hard to stop at just 1!",true,"0","0"
"Mini Milky Sampler Pack","4","Shamia H.","01/28/2023","Mini milky sampler pack","I had no issues on ordering, and it arrived within a week! First I love the packaging. It made me feel good to open the box and have all good vibes and messages coming to me! The brownies were not my favorite, they were good but a little *too* sweet for my taste. The oatmeal cookies were my absolute favorite! The lemoonade was too fake lemon tasting but I did like the pumpin punch. Overall this pack was worth the price, I have noticed a subtle increase in my supply and my babe started sleeping through the night lol.",false,"0","0"
"Oatmeal Chocolate Chip Lactation Cookies","5","Rachel B.","01/28/2023","Delicious and effective","Went from pumping one ounce after feeding baby to pumping 2-3.",true,"1","0"
"Bestseller Bundle","5","Magen S.","01/28/2023","Amazing bundle! Love the products!!","Great!! I love your store!",false,"0","0"
"Lactation LeMOOnade - 7 Pack","4","Andi L.","01/28/2023","It's good and it definitely helps, but...","I really do love this drink. My baby is super picky on what I drink - it will upset her belly (like carbonated beverages), but this works! I do wish it didnt contain sugar as the #1 ingredient, though. I tend to stay bloated and hang onto excess belly fat (especially now that Im in my 40s). My supply is good, but if there was a way to have less sugar, w/out unhealthy sugar substitutes (lets face it, drinking a can of sugary soda a day isnt healthy, and tho this helps my lactation, the sugar consumption isnt healthy for me either) this would be golden!",false,"0","0"
"Lactation Brownies","5","Hailey V.","01/28/2023","Best brownies ever!","I love them. It personally helps me so much! Recommended to eat 1 a day but sometimes I eat two cause they're so good.",false,"0","0"
"Emergency Brownies","5","Julie P.","01/28/2023","The best","I love them. My absolute favorite...I only eat these. Nothing else. I am still breastfeeding 6 months in thank God and able to donate as well. Just wish there was a coupon for returning customers.",false,"0","0"
"Classic Vanilla Smoothie Mix","5","erin c.","01/28/2023","Amazing","I love this shake more than any other brand! Ive tried tons and this is by far the best it tastes so great!",true,"0","0"
"Lady Leche","5","Magen S.","01/28/2023","Love the lady leche!","Great Quality it really work!",false,"0","0"
"Lady Leche","5","jessi h.","01/28/2023","Over supplying! Yay!","I absolutely love this product!",true,"0","0"
"Lactation Brownies","5","Melissa J.","01/27/2023","They taste ok","The brownies tasted ok but they are high in calories, carbs, and sugar. So I have to split it in thirds so I dont end up gaining unnecessary weight from eating them. They did help me produce more milk. But if you are on a diet or diabetic I wouldnt suggest purchasing them.",false,"0","0"
"Lady Leche","5","Daisi H.","01/27/2023","Lady Leche","Its pretty good. Very easy to take. There may be a difference! I do notice that my supply is consistent now! My slacker side is definitely catching up.",true,"0","0"
"Lactation Cookie Mix","5","Perla","01/26/2023","Delicious","Ive always been a just enough
Producer , I used the hakaa to start building up my milk stash to go back to work . I am not sure how well these cookies work, but I used them when my first son to help get muy milk in and now using them for my second. Im still getting the same amount of milk each time I pump but I will continue to have them to help keep my supply going and because they are delicious.",false,"0","0"
"Bestseller Bundle","3","Laura H.","01/26/2023","Had such high expectations","I wanted these to ""work"" so badly! For me, they did nothing for my supply and I ate them like crazy, drank the drinks, used the drops etc etc. I PANICKED when my first period after baby came and bought the biggest pack I could get, the better seller bundle, same day. I was immediately overwhelmed with what I got and compared the emergency brownies with the regular ones and saw minor differences so didn't really know which I should eat first. Either way, eating brownies, cookies, drinking the drinks...all of which the 1st ingredient is sugar so these are definitely not healthy at all...did nothing for my supply unfortunately. They tasted good, probably because they were full of sugar. I ended up freezing what I have left and I will eat one when I have a sweet tooth craving but definitely not for milk production. I wanted these to work so bad. For me they didn't, maybe for other it does.",false,"2","0"
"Emergency Brownies","5","Vanessa G.","01/26/2023","Damaged brownie","I was very dissappointed this time with my order. The brownies taste very good however In my box there came a brownie that looked like it had been bitten in the corner. Pretty sad to have to discard it. I reached out to costumer service sent them a picture and didnt hear back. Which makes me think twice about placing another order :(",false,"0","0"
"Pumping Queen","5","Jenni","01/26/2023","Just started","If's been about half a day, but I've taken my two doses for the day. And I've gotten about 0.5 oz more in my most recent pump and my supply has been atruggling/dwindling.

I will say the taste isn't the best thing. It made me gag when I took the dose by itself. But I mixed it with the XXX Vitamin Water and couldn't taste it at all. Hoping it'll keep helping me because my supply dropped from 4 oz a pump to 1-1.5 oz recently since I started work.",true,"0","0"
"Lady Leche","5","Rashad T.","01/25/2023","A BLESSING","This stuff has been an absolute blessing for me. I struggled with anxiety of whether or not I would be able to produce milk for my baby, but this stuff helped me KNOW I was making enough. Even if youre unsure about your output, this has product has been a great safety net for me.",true,"0","0"
"Emergency Brownies","5","Rachel E.","01/25/2023","Amazing!!","Ive bought these brownies several times(once when I was breastfeeding my now two year old, and at least 4-5 times in the last 6 months since having my most recent baby) and they are AMAZING! I love the emergency brownies, they obviously give the best results, but the normal brownies are really helpful also. The lemonade drink mix is my favorite! All of their products that I have tried taste great and definitely help my supply! *photos are all from different sessions!*",false,"0","0"
"Salted Caramel Lactation Cookies","5","Kat M.","01/25/2023","Fav cookies","Helps my milk production.",false,"0","0"
"Drink Sampler","5","Kirsten R.","01/25/2023","Fantastic!","I liked the taste of the watermelon, but I think the pumping punch gave me the best results. I received my order in the midst of a growth spurt so it was awesome being able to keep up!",false,"0","0"
"Pumping Queen","4","Chandler","01/25/2023","It really works!","I wanted to boost my production so I could start a little freezer stash. Within one week or using this 2x daily, not only did I increase my supply by about 6oz a day (that I could see visibly by pumping) my milk was much creamier and I started getting fat plugs. My baby who is EBF started gaining a few extra ounces a week! I will continue to use throughout my breastfeeding journey.",true,"0","0"
"Emergency Brownies","3","Emi K.","01/25/2023","Tasty brownies, good results,","I ordered emergency brownies to help boost my supply after returning to work and not having enough opportunities to pump as frequently as I need to. I believe these brownies are made-to-order and took a very long time before they were shipped. The shipping speed isnt their fault, obviously, and they do offer expedited shipping, but the time from placing the order to fulfillment was disappointingly slow. I ended up having to go to Target to pick up some munchkin lactation cookies to bridge the gap.",false,"0","0"
"Lady Leche","5","Chelsie R.","01/25/2023","Great product","So far at 1x in the morning and 1x before bed it's giving me a little boost and definitely helps at work I think the longer I take it it will help more great product just wish the flavor was better but ill definitely buy again",false,"0","0"
"Oatmeal Chocolate Chip Lactation Cookies","5","Lisamarie W.","01/25/2023","Best products ever","I absolutely love these! I used them when I was pregnant with my first and I had no doubt Id return again with my 2nd. Im glad theres a limit to how many a day because I could definitely eat more than 2 for how delicious they are.",false,"0","0"
"Emergency Brownies","5","Katlin B.","01/25/2023","The absolute best!","Not only do they work, but they taste ahhhmazinngggg! Once I finish eating the brownie, I feel fuller every time which gives me peace of mind while breastfeeding my LO",false,"0","0"
"Emergency Brownies","5","Rashad T.","01/25/2023","Get ready to pump!","Fantastic. Just make sure you give yourself time to pump! After about six hours of taking these my girls were FULL.",false,"0","0"
"Oatmeal Chocolate Chip Lactation Cookies","5","Liz G.","01/25/2023","Great taste","Amazing! I'm usually not a fan of oatmeal cookies but these taste amazing!",true,"0","0"
"Emergency Brownies","5","Shayla T.","01/25/2023","Taste so good!","I've ordered these before with my first daughter but I struggled to get through them. They've changed since then and bow I absolutely LOVE THEM! I'm not sure if it's just the shape but yum! I could actually eat multiple!",false,"0","0"
"Lactation Brownies","3","Mallory K.","01/25/2023","Goodies","I enjoy them as a snack but the size has decreased and freshness varies even within a box. Some taste great and fresh/gooey while others are dry/crumble as you eat them even after just getting the box.",false,"0","0"
"Lady Leche","2","Jade C.","01/25/2023","Lady leche","It didnt work for me. It may work for other mamas but unfortunately I didnt see any increase of milk supply for myself.",false,"0","0"
"Emergency Brownies","5","Liz G.","01/25/2023","Worth it!!","Definitely worth every penny! These work amazing for me. The taste it's great. Most lactation treats I've tried taste horrible to the point I can't finish them. These taste like a normal brownie. No weird flavor and the quality is amazing!",false,"0","0"
"Peanut Butter Chocolate Chip Lactation Cookies","3","Shayla T.","01/25/2023","They work, but the flavor isn't really there","They work, but the peanutbutter flavor is barely there. I don't like peanutbutter a lot but if I order peanutbutter cookies, I want them to taste like peanutbutter.",false,"0","0"
"Lady Leche","5","Kelsey N.","01/25/2023","Amazing","I thought it worked very well overall 9 out of 10 only thing that I think that could be better is the taste and grape is absolutely horrible in my opinion",false,"0","0"
"Lady Leche","5","Janae M.","01/24/2023","Lifesavers","I am so thankful I found Milky Mama! They have helped me make it almost a year, pumping for my twins. I love the brownies, they taste amazing! I also use the supplements every day and they are the biggest help. If might take a couple of tries to get the right ones but I definitely recommend the quiz, it helped me find the best ones for me. They also have amazing customer service! They are very good to their customers and I cant say enough how great they are!",false,"0","0"
"Lactation Brownies","5","Sophia B.","01/24/2023","Love these","Taste great, work incredibly well. Increased my supply in times of need, and became a delicious, justifiable snack when it was needed. Used them throughout my entire breastfeeding journey. Highly recommend.",false,"0","0"
"Lactation Brownies","5","Sophia B.","01/24/2023","Love these","Taste great, work incredibly well. Increased my supply in times of need, and became a delicious, justifiable snack when it was needed. Used them throughout my entire breastfeeding journey. Highly recommend.",false,"0","0"
"Lactation Brownies","5","ashley f.","01/24/2023","Loved them","I loved these brownies tasted so good and help boost my milk",true,"0","0"
"Bestseller Bundle","5","Katie","01/22/2023","Actually works","I mostly breastfeed but also do an extra pump to make a freezer stash before I go back to work and do one pump/bottle feed daily to teach my daughter that bottles are cool too. Ive only been using these products for 2 days but already noticed an increase of 2-3 ounces per pumping session. The lady lech supplement is great and the treats are delicious. Ive only tried the lemonade drink so far and it definitely tastes a little weird, but this bundle is a good way to test it out. I would definitely recommend the supplement and treats and will purchase again if I am still breastfeeding when I run out",false,"0","0"
"Emergency Brownies","4","Lillian","01/22/2023","Be ready to pump!","I had one brownie and one peanut butter cookie before bed and OMG I woke up with huge boobs full of milk. Even my lazy boob was about ready to burst. The products are very effective, though I wish the brownies didnt have so much sugar. The taste is super sweet, but sharp. Have a water bottle handy and you should be fine!",false,"0","0"
"Emergency Brownies","5","Cassidy D.","01/21/2023","Amazing","I love these brownies! I use them when I feel like my supply is dipping due to my period! They work wonders!",false,"0","0"
"Lactation Brownies","5","Deja M.","01/21/2023","Try it!","These lactation brownies have definitely helped my supply to remain consistent and I notice a dip when I stop eating them so I keep them in stock!",true,"0","0"
"Emergency Brownies","5","Tadijah A.","01/21/2023","Great","It has been increasing my milk supply by a good amount of ounces. It taste so good and I dont feel bad for eating it lol.",false,"0","0"
"Peanut Butter Chocolate Chip Lactation Cookies","5","Ashley M.","01/19/2023","No Title","The cookies are delicious 10/10 definitely recommend it if you like both chocolate chip and peanut butter. They help with lactation 100%",false,"0","0"
"Peanut Butter Lactation Cookies","5","Ashley M.","01/19/2023","Delicious peanut butter","Perfect these cookies are delicious as well. All the new moms you need to try every cookie flavors they definitely work if you are a breastfeeding mama?",true,"0","0"
"Lactation LeMOOnade - 7 Pack","5","Bri' A.V.","01/18/2023","The good Stuff","The flavor is amazing and it taste like real lemon",true,"0","0"
"Emergency Brownies","5","Bri' A.V.","01/18/2023","My new addition","Im addicted to these brownies theyre so good the chocolate taste is to die for. The overall flavor is like no other theyre tied with chick fil a and the quality of the brownie is great a nice chunk of deliciousness",true,"0","0"
"Pumping Queen","5","Bri' A.V.","01/18/2023","The good drops","Ok so the taste isnt that flavorful to me, however the quality of the drops is great. Ok soy supply have thickened and Im pumping more",true,"0","0"
"Milky Melon - 7 Pack","4","Sonia V.","01/17/2023","Tasty","Iloved the flavor but is too sweet. It didnt increase milk production but the milk is more creamy",false,"0","0"
"Emergency Brownies","5","Veronica B.","01/17/2023","Goodness","I definitely like the emergency brownies taste very good did help with my supply I know it did my baby was nursing for longer time with out him getting fussy",true,"0","0"
"Salted Caramel Lactation Cookies","4","Eboni H.","01/17/2023","Flavorful","The products are definitely yummy, the cookies make for a great snack , its been a week and no sign of an increase as of yet , however my milk is more of a white consistency rather then clear - watery as before. Perhaps I need to pear the Lady Leeche with the pumping queen idk but no increase in milk as of yet",false,"0","0"
"Lactation LeMOOnade - 7 Pack","5","RaNiah D.","01/17/2023","A M A Z I N G !","A M A Z I N G !!!! The lady leche and LeMOOnade pouches are a game changer. My very first order was the emergency brownies which taste delicious but I unfortunately didnt see a change when I had a huge sudden decrease in my supply. But the lady Leche and lemoonade have been doing the trick. I make two bottles everyday; one in the morning and one at night before bed and I drop around 2 1/2 drops of lady leche into it to create the perfect milk making mixture! I LOVE !!!!!!!",false,"0","0"
"Mini Milky Sampler Pack","5","Sarah M.","01/17/2023","Love","The products I tried were delicious and I definitely noticed an increase in my supply!",true,"0","0"
"Lady Leche","5","RaNiah D.","01/17/2023","One word: AMAZING","A M A Z I N G !!!! The lady leche and LeMOOnade pouches are a game changer. My very first order was the emergency brownies which taste delicious but I unfortunately didnt see a change when I had a huge sudden decrease in my supply. But the lady Leche and lemoonade have been doing the trick. I make two bottles everyday; one in the morning and one at night before bed and I drop around 2 1/2 drops of lady leche into it to create the perfect milk making mixture! I LOVE !!!!!!!",false,"0","0"
"Emergency Brownies","5","Katie W.","01/17/2023","LOVE","I love the taste of both the lactation brownies and the emergency brownies. I eat one everyday and do notice a slight increase in my milk supply.",false,"0","0"
"Milky Melon - 7 Pack","5","Megan L.","01/17/2023","Awesome!","I absolutely love the Milky Melon drink mix! Anytime I need to boost my milk suppy, this is what I reach for and I've never been disappointed. Not only does it work great, but it tastes great too! It tastes just like watermelon bubblegum!",false,"0","0"
"Lady Leche","5","RaNiah D.","01/17/2023","One word: AMAZING","A M A Z I N G !!!! The lady leche and LeMOOnade pouches are a game changer. My very first order was the emergency brownies which taste delicious but I unfortunately didnt see a change when I had a huge sudden decrease in my supply. But the lady Leche and lemoonade have been doing the trick. I make two bottles everyday; one in the morning and one at night before bed and I drop around 2 1/2 drops of lady leche into it to create the perfect milk making mixture! I LOVE !!!!!!!",false,"0","0"
"Lactation Brownies","5","Kathia C.","01/17/2023","Taste great","These taste great, I saw an increase on my supply about a week after eating these. Went from 1 or 2 oz to 3 1/2 oz!",false,"0","0"
"Pumping Queen","4","Brittany B.","01/16/2023","No Title","tastes great, could see a small increase in supply",true,"0","0"
"Oatmeal Chocolate Chip Lactation Cookies","5","Jalena M.","01/16/2023","Delicious and effective!","I purchased the oatmeal chocolate chip cookies to help on days where I feel a dip in my supply or to give me more at a certain time of day. I exclusively breastfeed so visually I dont know how much more I get but I know I feel fuller and my baby is filling up faster whenever I have one. I eat them for a treat or if I feel like I need one. Definitely recommend!",true,"0","0"
"Milky Melon - 7 Pack","5","Marie G.","01/16/2023","Refreshing","I love this drink! I usually order it along with the fruit punch flavor. Not does does it help with my milk supply, it keeps my hydrated since all it needs is water. I love the flavor and it tastes great!",true,"0","0"
"Emergency Brownies","5","Jessica B.","01/16/2023","Thank you","I love the brownie they were so good and I enjoyed them.",false,"0","0"
"Pumpin' Punch - 7 Pack","5","Marie G.","01/16/2023","Refreshing","I love this drink! Not does does it help with my milk supply, it keeps my hydrated since all it needs is water. I love the flavor and it tastes great!",false,"0","0"
"Lady Leche","4","Brittany B.","01/16/2023","good product","Grape flavor isn't my favorite but it's not terrible. I 100% saw an increase in the cream or thickness of my milk. supply did not increase as much as I would have hoped.",false,"0","0"
"Emergency Brownies","5","Sheena W.","01/15/2023","These work!","Great brownies, definitely help me with my supply!",true,"0","0"
"Salted Caramel Lactation Cookies","5","Sheena W.","01/15/2023","Yummy cookies!","These cookies taste great and definitely help with my supply!",true,"0","0"
"Emergency Brownies","3","Courtney S.","01/14/2023","Didnt see a difference","I ate these everyday for 10 days and I didnt see any difference in my milk supply sadly. But if it does work for some women, then they are great tasting at least!",false,"0","0"
"Lactation Brownies","5","Sarah Q.","01/14/2023","Great option!","Yummy and live up to the hype and their purpose!",false,"0","0"
"Emergency Brownies","5","Joelys L.","01/14/2023","Brownies!!","Yummy and very helpful. Thank you milky mama!!",false,"0","0"
"Emergency Brownies","3","Ashley M.","01/14/2023","Tasted good but","I saw no increase in my supply. Even if it was just for a short period of time. But nothing happen. It was the reason for the purchase so I will not be getting them again because they didnt help me at all. However they did taste good",false,"0","0"
"Milky Melon - 7 Pack","5","Sarah Q.","01/14/2023","Great flavor!","Have used with my current breastfeeding journey as well as a previous one with good results and really do enjoy the flavor!",true,"0","0"
"Emergency Brownies","5","Briana W.","01/14/2023","Brownie Amazing","This item made sure I produced enough milk to feed my 4 month old. I found myself always ready to feed.",false,"0","0"
"Mini Milky Sampler Pack","5","paula h.","01/14/2023","yummy","very tasty....I wanted ice cream with them",true,"0","0"
"Lactation Brownies","5","Daejenera B.","01/14/2023","LOVE IT","Definitely helps my milk supply",false,"0","0"
"Emergency Brownies","5","Amber W.","01/14/2023","Delicious brownies!","The emergency brownies work great in a pinch. When Im having an off day or if Ive been running errands and havent been able to hydrate or eat like needed I will eat an emergency brownie to help boost my milk supply for the day. They taste so good that its hard to only eat one!",false,"0","0"
"Emergency Brownies","5","Bri A.V.","01/14/2023","Emergency brownies","Overall the brownies are the best lactation snack Ive ever had. The chocolate is a little rich but its perfect, my breasts filled up almost an hour after eating one. Im 6 weeks postpartum and prior to the brownies I pumped 4-5 ounces per now Im pumping almost 7 ounces per side two to three times per day",true,"0","0"
"Lady Leche","5","Fiumes N.","01/14/2023","Just awesome ??","Im still using it",false,"0","0"
"Lactation Brownies","3","Alicia G.","01/14/2023","They are okay","The flavor isn't terrible but not amazing but honestly the worst for me is that something, I'm not sure which ingredient, leaves little residue bits in your mouth. Sorry may not be explaining that well but basically unless I really really rinse out my mouth after eating them I have little bits in my mouth that I either feel on my tongue or feel my teeth biting down on. But I'm picky so might not bother everyone",false,"0","0"
"Emergency Brownies","5","Danae B.","01/13/2023","No Title","I love these brownies. Great taste and they really have increased my milk supply. I couldnt be more pleased.",true,"0","0"
"Emergency Brownies","5","shelby e.","01/13/2023","No Title","LOVED the emergency brownies! was using these plus pumping queen supplement and noticed my milk was getting more creamy and thick!",false,"0","0"
"Lady Leche","2","Hailey C.","01/13/2023","Product didnt work for me","I was so excited to try. Love the company and what it sets out to do, but I took lady leche religiously for a month and at a box of brownies and never saw any increase in milk production. I was disappointed, but I understand every person responds differently.",false,"1","0"
"Milky Melon - 7 Pack","5","Emily L.","01/13/2023","Best mix out there.","Definitely the best drink mix I've come across.",true,"0","0"
"Lady Leche","4","Brittni F.","01/13/2023","Just okay","Works good but I dont love the taste",true,"0","0"
"Emergency Brownies","4","Melani B.","01/13/2023","Its the only treat that worked","I have tried a few products on my breastfeeding journey and none have worked except for these brownies. The proof came shortly after eating them. By the time you eat all twelve you should be back in the swing of things. I do recommend especially if you experience a dip in supply. I only gave it 4 stores because they are a little chalky. Full brownie flavor.",false,"0","0"
"Emergency Brownies","5","Fiendra F.","01/13/2023","Delicious","I love these they're so good...",true,"0","0"
"Emergency Brownies","4","Stephanie W.","01/13/2023","Was there a change?","So I've been getting these for a time now and they have helped increase my supply, but this last batch I got seems thinner and smaller than normal. These are expensive so I'm wondering if they will continue being like this or not.",false,"0","0"
"Mini Milky Sampler Pack","5","Stephanie B.","01/13/2023","The best","This product has really helped my breastfeeding journey this is my first time out of 4 children and I would definitely recommend. When I first started pumping I pumped 2oz now I pump more than 8oz my favorite out the sampler was the fruit punch and the oatmeal cookies but I have all the snacks with my coffee ?",false,"0","0"
"Peanut Butter Chocolate Chip Lactation Cookies","5","Katrina M.","01/13/2023","Delicious","They were delicious. I think I ate more than I was supposed to but I couldn't help it they were so yummy.",true,"0","0"
"N/A","4","Breanne R.","01/13/2023","Lactation Lemoonade","Overall the taste was really good. The drink mix tasted like Minute Maid lemonade but did not help my milk production.",false,"0","0"
"Lactation Brownies","5","Sheena R.","01/13/2023","Great product","I was at first skeptical of these brownies were going to work as i tried another brand and nothing. However, these were great. I noticed in about a day or two of eating the brownies that my supply was more. Also, when i ran out brownies, my production dipped a little so i knew it was because i hadnt eaten the brownies and i ordered more.",false,"0","0"
"Lactation Brownies","5","Reuben H.","01/13/2023","Wife loves them","My wife really enjoys your products and says the brownies really help her maintain her supply for our baby. Thank you!",false,"0","0"
"Lactation Brownies","5","Afshan H.","01/13/2023","LOVE!! A Must for Breastfeeding Mamas","Absolutely delicious! Immediately helped my milk supply increase and baby has more creamy milk. I eat one daily! So thankful I found Milky Mama, I feel more confident breastfeeding my baby.
I tried so many other brands of supplements, either baby didnt tolerate the ingredients, tasted horrible, or didnt work.

Now, I always keep a supply of the Milky Mama lactation and emergency brownies in my pantry.

Thank you Milky Mama!",true,"0","0"
"Oatmeal Chocolate Chip Lactation Cookies","4","Hailey V.","01/13/2023","Great!","The cookies were good! Recommended to eat 1-2 a day so maybe a bigger box or bigger cookies would be awesome",false,"0","0"
"Emergency Brownies","5","Aliah A.","01/13/2023","Unfortunately didnt work","I was looking forward to receiving the emergency brownies in hopes that it would help. I was surprised to see the opposite, I actually had less breast milk the days I ate the brownies. I had to double check on the site and the box to see if by mistake I purchased brownies to help reduce milk when you stop breastfeeding, but no they promote increase of breast milk.
I started to gain weight so I ended up throwing them out.
Very expensive also, plus shipping, and long wait to receive them. I wont purchase them again.",false,"0","0"
"Emergency Brownies","5","Stephanie C.","01/13/2023","We will see","I ordered these when I noticed my supply taking a huge dip and havent noticed too much of a difference. I wanted to give them another shot so I ordered some more brownies, drops, and oatmeal cookies so we will see. They actually dont taste bad my only complaint is that they are a little to sweet for my taste.",false,"0","0"
"Emergency Brownies","5","Bianca S.","01/13/2023","These work!","I didnt know what to think because these brownies are so delicious! But after just one week my milk supply doubled I went from nursing baby full time and pumping 5-6 oz a day to 9-10 oz a day.",true,"0","0"
"Lady Leche","5","Mecheliz S.A.","01/13/2023","LOVE IT!","Perfect gift for a new mama!",true,"0","0"
"Peanut Butter Chocolate Chip Lactation Cookies","5","Carley B.","01/13/2023","Worth every penny!","I got the peanut butter chocolate chip, emergency brownies, milky melon and and pumpin punch and it all were so good!!!
Unfortunately my body wont produce anymore. As much as I wanted to I know it happens.
I highly recommend this product and company to all the new mommas!",false,"0","0"
"Salted Caramel Lactation Cookies","5","Emily L.","01/13/2023","Great lactation cookie.","Taste we as amazing and much better than any been other cookies I've tried.",false,"0","0"
"Emergency Brownies","4","Mimi H.","01/13/2023","Emergency brownie","Great product ! Definitely notice an increase in my supply! Didnt need to pump I collected over 4 ounces of milk from just my collector cups",true,"0","0"
"Lady Leche","5","Michelle M.V.","01/13/2023","It really works!","This product has become a staple in my pumping routine. My little one isnt a strong nurser so I have to pump after each feeding to provide supplement bottles. Since I have started using this my volume has increased significantly taking the stress off of making sure I have supplemental bottles. Thanks!!",false,"0","0"
"Emergency Brownies","3","Priyanka A.","01/13/2023","Not much difference","I havent notice much milk production because of that Im going to order another pack and then well update you",false,"0","0"
"Emergency Brownies","5","Natalie B.","01/13/2023","Emergency Brownies","They are AMAZING. Taste great, work well and are the perfect snack. They have saved my supply on more than one occasion.",false,"0","0"
